 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Sep-26 09:00,*, ,   182.72801,   -1.18424,  134.3986,  -58.3468,  163.9,  98.0536,
 2018-Sep-26 10:00,*, ,   182.76541,   -1.20046,  134.8578,  -58.3436,  163.4,  97.9199,
 2018-Sep-26 11:00,N, ,   182.80294,   -1.21667,  135.3201,  -58.3431,  162.9,  97.7924,
 2018-Sep-26 12:00, ,m,   182.84060,   -1.23288,  135.7542,  -58.3453,  162.4,  97.6729,
 2018-Sep-26 13:00, ,m,   182.87837,   -1.24909,  136.1308,  -58.3502,  162.0,  97.5621,
 2018-Sep-26 14:00, ,m,   182.91624,   -1.26530,  136.4246,  -58.3573,  161.6,  97.4599,
 2018-Sep-26 15:00, ,m,   182.95417,   -1.28152,  136.6158,  -58.3663,  161.3,  97.3653,
 2018-Sep-26 16:00, ,m,   182.99214,   -1.29774,  136.6916,  -58.3764,  160.9,  97.2764,
 2018-Sep-26 17:00, ,m,   183.03011,   -1.31396,  136.6473,  -58.3870,  160.6,  97.1906,
 2018-Sep-26 18:00, ,m,   183.06806,   -1.33018,  136.4860,  -58.3972,  160.4,  97.1045,
 2018-Sep-26 19:00, ,m,   183.10595,   -1.34641,  136.2191,  -58.4063,  160.0,  97.0147,
 2018-Sep-26 20:00, ,m,   183.14375,   -1.36264,  135.8651,  -58.4136,  159.7,  96.9176,
 2018-Sep-26 21:00,A,m,   183.18144,   -1.37887,  135.4483,  -58.4184,  159.4,  96.8097,
 2018-Sep-26 22:00,C,m,   183.21901,   -1.39510,  134.9976,  -58.4204,  159.0,  96.6882,
 2018-Sep-26 23:00,*,m,   183.25646,   -1.41134,  134.5438,  -58.4192,  158.5,  96.5507,
 2018-Sep-27 00:00,*, ,   183.29378,   -1.42757,  134.1183,  -58.4148,  158.1,  96.3953,
 2018-Sep-27 01:00,*, ,   183.33099,   -1.44380,  133.7504,  -58.4073,  157.5,  96.2214,
 2018-Sep-27 02:00,*, ,   183.36811,   -1.46003,  133.4654,  -58.3972,  156.9,  96.0289,
 2018-Sep-27 03:00,*, ,   183.40517,   -1.47625,  133.2832,  -58.3851,  156.3,  95.8188,
 2018-Sep-27 04:00,*, ,   183.44219,   -1.49247,  133.2163,  -58.3716,  155.7,  95.5929,
 2018-Sep-27 05:00,*, ,   183.47921,   -1.50869,  133.2698,  -58.3577,  155.0,  95.3539,
 2018-Sep-27 06:00,*, ,   183.51626,   -1.52490,  133.4402,  -58.3441,  154.4,  95.1052,
 2018-Sep-27 07:00,*, ,   183.55337,   -1.54111,  133.7162,  -58.3318,  153.7,  94.8508,
 2018-Sep-27 08:00,*, ,   183.59058,   -1.55732,  134.0794,  -58.3216,  153.0,  94.5950,
 2018-Sep-27 09:00,*, ,   183.62789,   -1.57352,  134.5053,  -58.3141,  152.4,  94.3422,
 2018-Sep-27 10:00,*, ,   183.66533,   -1.58973,  134.9650,  -58.3099,  151.8,  94.0968,
 2018-Sep-27 11:00,N, ,   183.70290,   -1.60593,  135.4277,  -58.3092,  151.2,  93.8625,
 2018-Sep-27 12:00, ,m,   183.74059,   -1.62213,  135.8620,  -58.3120,  150.7,  93.6421,
 2018-Sep-27 13:00, ,m,   183.77840,   -1.63833,  136.2387,  -58.3181,  150.2,  93.4375,
 2018-Sep-27 14:00, ,m,   183.81630,   -1.65454,  136.5324,  -58.3272,  149.8,  93.2494,
 2018-Sep-27 15:00, ,m,   183.85427,   -1.67075,  136.7234,  -58.3385,  149.4,  93.0767,
 2018-Sep-27 16:00, ,m,   183.89227,   -1.68696,  136.7990,  -58.3511,  149.1,  92.9172,
 2018-Sep-27 17:00, ,m,   183.93028,   -1.70318,  136.7543,  -58.3642,  148.7,  92.7674,
 2018-Sep-27 18:00, ,m,   183.96826,   -1.71940,  136.5927,  -58.3768,  148.4,  92.6228,
 2018-Sep-27 19:00, ,m,   184.00619,   -1.73562,  136.3255,  -58.3879,  148.1,  92.4781,
 2018-Sep-27 20:00, ,m,   184.04402,   -1.75185,  135.9713,  -58.3965,  147.8,  92.3278,
 2018-Sep-27 21:00,A,m,   184.08175,   -1.76807,  135.5546,  -58.4021,  147.4,  92.1663,
 2018-Sep-27 22:00,C,m,   184.11936,   -1.78430,  135.1039,  -58.4039,  147.0,  91.9888,
 2018-Sep-27 23:00,*,m,   184.15684,   -1.80053,  134.6505,  -58.4018,  146.6,  91.7910,
 2018-Sep-28 00:00,*,m,   184.19420,   -1.81676,  134.2255,  -58.3957,  146.2,  91.5699,
 2018-Sep-28 01:00,*, ,   184.23145,   -1.83298,  133.8582,  -58.3858,  145.7,  91.3234,
 2018-Sep-28 02:00,*, ,   184.26861,   -1.84921,  133.5741,  -58.3727,  145.1,  91.0511,
 2018-Sep-28 03:00,*, ,   184.30570,   -1.86542,  133.3927,  -58.3571,  144.5,  90.7537,
 2018-Sep-28 04:00,*, ,   184.34276,   -1.88164,  133.3269,  -58.3400,  143.9,  90.4333,
 2018-Sep-28 05:00,*, ,   184.37982,   -1.89785,  133.3814,  -58.3224,  143.2,  90.0932,
 2018-Sep-28 06:00,*, ,   184.41691,   -1.91405,  133.5529,  -58.3053,  142.5,  89.7379,
 2018-Sep-28 07:00,*, ,   184.45406,   -1.93025,  133.8299,  -58.2899,  141.9,  89.3726,
 2018-Sep-28 08:00,*, ,   184.49130,   -1.94645,  134.1940,  -58.2772,  141.2,  89.0032,
 2018-Sep-28 09:00,*, ,   184.52865,   -1.96264,  134.6206,  -58.2679,  140.5,  88.6357,
 2018-Sep-28 10:00,*, ,   184.56613,   -1.97883,  135.0809,  -58.2627,  139.9,  88.2763,
 2018-Sep-28 11:00,N, ,   184.60374,   -1.99502,  135.5440,  -58.2617,  139.2,  87.9305,
 2018-Sep-28 12:00, , ,   184.64147,   -2.01121,  135.9786,  -58.2651,  138.7,  87.6029,
 2018-Sep-28 13:00, ,m,   184.67932,   -2.02740,  136.3553,  -58.2726,  138.1,  87.2971,
 2018-Sep-28 14:00, ,m,   184.71726,   -2.04360,  136.6489,  -58.2835,  137.7,  87.0147,
 2018-Sep-28 15:00, ,m,   184.75527,   -2.05980,  136.8397,  -58.2971,  137.2,  86.7561,
 2018-Sep-28 16:00, ,m,   184.79331,   -2.07600,  136.9150,  -58.3123,  136.8,  86.5193,
 2018-Sep-28 17:00, ,m,   184.83136,   -2.09221,  136.8700,  -58.3280,  136.5,  86.3009,
 2018-Sep-28 18:00, ,m,   184.86939,   -2.10842,  136.7081,  -58.3429,  136.1,  86.0957,
 2018-Sep-28 19:00, ,m,   184.90735,   -2.12463,  136.4406,  -58.3559,  135.8,  85.8972,
 2018-Sep-28 20:00, ,m,   184.94523,   -2.14085,  136.0863,  -58.3660,  135.5,  85.6983,
 2018-Sep-28 21:00,A,m,   184.98300,   -2.15707,  135.6695,  -58.3721,  135.1,  85.4916,
 2018-Sep-28 22:00,C,m,   185.02064,   -2.17329,  135.2190,  -58.3739,  134.8,  85.2699,
 2018-Sep-28 23:00,*,m,   185.05816,   -2.18951,  134.7658,  -58.3708,  134.4,  85.0268,
 2018-Sep-29 00:00,*,m,   185.09556,   -2.20573,  134.3413,  -58.3630,  133.9,  84.7572,
 2018-Sep-29 01:00,*,m,   185.13285,   -2.22195,  133.9747,  -58.3507,  133.5,  84.4574,
 2018-Sep-29 02:00,*,m,   185.17005,   -2.23816,  133.6913,  -58.3345,  132.9,  84.1254,
 2018-Sep-29 03:00,*, ,   185.20719,   -2.25437,  133.5109,  -58.3155,  132.4,  83.7612,
 2018-Sep-29 04:00,*, ,   185.24429,   -2.27057,  133.4461,  -58.2947,  131.7,  83.3664,
 2018-Sep-29 05:00,*, ,   185.28139,   -2.28677,  133.5016,  -58.2734,  131.1,  82.9443,
 2018-Sep-29 06:00,*, ,   185.31852,   -2.30296,  133.6741,  -58.2529,  130.4,  82.4998,
 2018-Sep-29 07:00,*, ,   185.35572,   -2.31915,  133.9521,  -58.2344,  129.7,  82.0390,
 2018-Sep-29 08:00,*, ,   185.39300,   -2.33533,  134.3170,  -58.2192,  129.0,  81.5689,
 2018-Sep-29 09:00,*, ,   185.43040,   -2.35151,  134.7443,  -58.2081,  128.3,  81.0971,
 2018-Sep-29 10:00,*, ,   185.46792,   -2.36768,  135.2053,  -58.2018,  127.7,  80.6312,
 2018-Sep-29 11:00,A, ,   185.50557,   -2.38386,  135.6688,  -58.2007,  127.0,  80.1788,
 2018-Sep-29 12:00, , ,   185.54335,   -2.40003,  136.1036,  -58.2047,  126.4,  79.7462,
 2018-Sep-29 13:00, ,m,   185.58124,   -2.41621,  136.4804,  -58.2135,  125.8,  79.3390,
 2018-Sep-29 14:00, ,m,   185.61922,   -2.43239,  136.7739,  -58.2263,  125.3,  78.9607,
 2018-Sep-29 15:00, ,m,   185.65728,   -2.44857,  136.9644,  -58.2422,  124.8,  78.6131,
 2018-Sep-29 16:00, ,m,   185.69537,   -2.46476,  137.0394,  -58.2599,  124.3,  78.2957,
 2018-Sep-29 17:00, ,m,   185.73346,   -2.48095,  136.9941,  -58.2781,  123.9,  78.0056,
 2018-Sep-29 18:00, ,m,   185.77153,   -2.49715,  136.8318,  -58.2954,  123.6,  77.7381,
 2018-Sep-29 19:00, ,m,   185.80954,   -2.51335,  136.5642,  -58.3103,  123.2,  77.4864,
 2018-Sep-29 20:00, ,m,   185.84746,   -2.52956,  136.2096,  -58.3217,  122.9,  77.2423,
 2018-Sep-29 21:00,A,m,   185.88527,   -2.54577,  135.7928,  -58.3286,  122.6,  76.9970,
 2018-Sep-29 22:00,C,m,   185.92296,   -2.56198,  135.3424,  -58.3302,  122.2,  76.7414,
 2018-Sep-29 23:00,*,m,   185.96053,   -2.57819,  134.8895,  -58.3261,  121.8,  76.4669,
 2018-Sep-30 00:00,*,m,   185.99797,   -2.59440,  134.4655,  -58.3166,  121.4,  76.1661,
 2018-Sep-30 01:00,*,m,   186.03531,   -2.61060,  134.0995,  -58.3018,  121.0,  75.8332,
 2018-Sep-30 02:00,*,m,   186.07255,   -2.62680,  133.8169,  -58.2827,  120.5,  75.4643,
 2018-Sep-30 03:00,*,m,   186.10973,   -2.64300,  133.6374,  -58.2602,  119.9,  75.0576,
 2018-Sep-30 04:00,*, ,   186.14688,   -2.65919,  133.5735,  -58.2357,  119.4,  74.6137,
 2018-Sep-30 05:00,*, ,   186.18402,   -2.67537,  133.6301,  -58.2107,  118.7,  74.1353,
 2018-Sep-30 06:00,*, ,   186.22120,   -2.69154,  133.8035,  -58.1867,  118.1,  73.6269,
 2018-Sep-30 07:00,*, ,   186.25844,   -2.70771,  134.0825,  -58.1652,  117.4,  73.0948,
 2018-Sep-30 08:00,*, ,   186.29578,   -2.72387,  134.4483,  -58.1474,  116.7,  72.5467,
 2018-Sep-30 09:00,*, ,   186.33322,   -2.74003,  134.8763,  -58.1345,  116.0,  71.9911,
 2018-Sep-30 10:00,C, ,   186.37079,   -2.75618,  135.3378,  -58.1272,  115.3,  71.4370,
 2018-Sep-30 11:00,A, ,   186.40849,   -2.77234,  135.8017,  -58.1259,  114.6,  70.8934,
 2018-Sep-30 12:00, , ,   186.44631,   -2.78849,  136.2367,  -58.1305,  113.9,  70.3684,
 2018-Sep-30 13:00, , ,   186.48425,   -2.80465,  136.6135,  -58.1406,  113.3,  69.8695,
 2018-Sep-30 14:00, ,m,   186.52228,   -2.82081,  136.9069,  -58.1553,  112.7,  69.4021,
 2018-Sep-30 15:00, ,m,   186.56039,   -2.83698,  137.0973,  -58.1735,  112.2,  68.9699,
 2018-Sep-30 16:00, ,m,   186.59853,   -2.85315,  137.1719,  -58.1937,  111.7,  68.5743,
 2018-Sep-30 17:00, ,m,   186.63667,   -2.86932,  137.1262,  -58.2144,  111.2,  68.2139,
 2018-Sep-30 18:00, ,m,   186.67478,   -2.88551,  136.9637,  -58.2340,  110.8,  67.8849,
 2018-Sep-30 19:00, ,m,   186.71284,   -2.90169,  136.6957,  -58.2509,  110.5,  67.5812,
 2018-Sep-30 20:00, ,m,   186.75081,   -2.91789,  136.3410,  -58.2636,  110.1,  67.2947,
 2018-Sep-30 21:00,A,m,   186.78867,   -2.93408,  135.9241,  -58.2711,  109.8,  67.0158,
 2018-Sep-30 22:00,C,m,   186.82641,   -2.95028,  135.4738,  -58.2726,  109.4,  66.7344,
 2018-Sep-30 23:00,*,m,   186.86403,   -2.96647,  135.0212,  -58.2676,  109.1,  66.4401,
 2018-Oct-01 00:00,*,m,   186.90152,   -2.98266,  134.5976,  -58.2563,  108.7,  66.1235,
 2018-Oct-01 01:00,*,m,   186.93890,   -2.99885,  134.2322,  -58.2391,  108.3,  65.7765,
 2018-Oct-01 02:00,*,m,   186.97619,   -3.01504,  133.9504,  -58.2169,  107.8,  65.3931,
 2018-Oct-01 03:00,*,m,   187.01342,   -3.03121,  133.7717,  -58.1909,  107.3,  64.9696,
 2018-Oct-01 04:00,*,m,   187.05062,   -3.04738,  133.7088,  -58.1628,  106.7,  64.5047,
 2018-Oct-01 05:00,*, ,   187.08781,   -3.06354,  133.7663,  -58.1341,  106.1,  63.9997,
 2018-Oct-01 06:00,*, ,   187.12504,   -3.07970,  133.9408,  -58.1066,  105.5,  63.4582,
 2018-Oct-01 07:00,*, ,   187.16234,   -3.09584,  134.2206,  -58.0820,  104.8,  62.8861,
 2018-Oct-01 08:00,*, ,   187.19972,   -3.11198,  134.5872,  -58.0617,  104.1,  62.2909,
 2018-Oct-01 09:00,*, ,   187.23721,   -3.12812,  135.0159,  -58.0470,  103.4,  61.6815,
 2018-Oct-01 10:00,C, ,   187.27484,   -3.14425,  135.4780,  -58.0387,  102.6,  61.0674,
 2018-Oct-01 11:00,A, ,   187.31259,   -3.16038,  135.9422,  -58.0372,  101.9,  60.4586,
 2018-Oct-01 12:00, , ,   187.35046,   -3.17651,  136.3774,  -58.0424,  101.2,  59.8646,
 2018-Oct-01 13:00, , ,   187.38845,   -3.19265,  136.7543,  -58.0538,  100.6,  59.2943,
 2018-Oct-01 14:00, , ,   187.42654,   -3.20878,  137.0475,  -58.0704,   99.9,  58.7549,
 2018-Oct-01 15:00, ,m,   187.46469,   -3.22493,  137.2376,  -58.0908,   99.4,  58.2520,
 2018-Oct-01 16:00, ,m,   187.50289,   -3.24108,  137.3120,  -58.1136,   98.8,  57.7888,
 2018-Oct-01 17:00, ,m,   187.54108,   -3.25723,  137.2659,  -58.1368,   98.3,  57.3659,
 2018-Oct-01 18:00, ,m,   187.57925,   -3.27339,  137.1030,  -58.1587,   97.9,  56.9812,
 2018-Oct-01 19:00, ,m,   187.61736,   -3.28956,  136.8348,  -58.1775,   97.5,  56.6300,
 2018-Oct-01 20:00, ,m,   187.65538,   -3.30573,  136.4798,  -58.1915,   97.1,  56.3052,
 2018-Oct-01 21:00,A,m,   187.69329,   -3.32191,  136.0629,  -58.1997,   96.7,  55.9976,
 2018-Oct-01 22:00,C,m,   187.73108,   -3.33809,  135.6126,  -58.2010,   96.4,  55.6968,
 2018-Oct-01 23:00,*,m,   187.76875,   -3.35426,  135.1603,  -58.1950,   96.1,  55.3918,
 2018-Oct-02 00:00,*,m,   187.80630,   -3.37044,  134.7371,  -58.1819,   95.7,  55.0718,
 2018-Oct-02 01:00,*,m,   187.84373,   -3.38660,  134.3723,  -58.1622,   95.3,  54.7270,
 2018-Oct-02 02:00,*,m,   187.88108,   -3.40277,  134.0912,  -58.1369,   94.8,  54.3494,
 2018-Oct-02 03:00,*,m,   187.91836,   -3.41892,  133.9134,  -58.1075,   94.4,  53.9332,
 2018-Oct-02 04:00,*,m,   187.95561,   -3.43507,  133.8513,  -58.0757,   93.8,  53.4750,
 2018-Oct-02 05:00,*,m,   187.99286,   -3.45121,  133.9098,  -58.0433,   93.3,  52.9744,
 2018-Oct-02 06:00,*, ,   188.03014,   -3.46734,  134.0852,  -58.0124,   92.6,  52.4334,
 2018-Oct-02 07:00,*, ,   188.06749,   -3.48346,  134.3659,  -57.9847,   92.0,  51.8567,
 2018-Oct-02 08:00,*, ,   188.10493,   -3.49957,  134.7333,  -57.9619,   91.3,  51.2509,
 2018-Oct-02 09:00,*, ,   188.14248,   -3.51568,  135.1627,  -57.9454,   90.6,  50.6244,
 2018-Oct-02 10:00,C, ,   188.18015,   -3.53178,  135.6252,  -57.9361,   89.8,  49.9867,
 2018-Oct-02 11:00,A, ,   188.21796,   -3.54789,  136.0898,  -57.9343,   89.1,  49.3479,
 2018-Oct-02 12:00, , ,   188.25589,   -3.56399,  136.5252,  -57.9401,   88.4,  48.7182,
 2018-Oct-02 13:00, , ,   188.29394,   -3.58010,  136.9020,  -57.9528,   87.7,  48.1073,
 2018-Oct-02 14:00, , ,   188.33208,   -3.59621,  137.1952,  -57.9712,   87.0,  47.5236,
 2018-Oct-02 15:00, , ,   188.37029,   -3.61233,  137.3850,  -57.9940,   86.4,  46.9741,
 2018-Oct-02 16:00, ,m,   188.40854,   -3.62845,  137.4590,  -58.0192,   85.8,  46.4638,
 2018-Oct-02 17:00, ,m,   188.44679,   -3.64458,  137.4126,  -58.0450,   85.3,  45.9952,
 2018-Oct-02 18:00, ,m,   188.48501,   -3.66072,  137.2493,  -58.0691,   84.8,  45.5681,
 2018-Oct-02 19:00, ,m,   188.52318,   -3.67686,  136.9807,  -58.0898,   84.3,  45.1798,
 2018-Oct-02 20:00, ,m,   188.56125,   -3.69301,  136.6256,  -58.1052,   83.9,  44.8248,
 2018-Oct-02 21:00,A,m,   188.59922,   -3.70916,  136.2085,  -58.1139,   83.5,  44.4953,
 2018-Oct-02 22:00,C,m,   188.63707,   -3.72532,  135.7584,  -58.1150,   83.2,  44.1820,
 2018-Oct-02 23:00,*,m,   188.67479,   -3.74147,  135.3062,  -58.1080,   82.8,  43.8741,
 2018-Oct-03 00:00,*,m,   188.71239,   -3.75762,  134.8834,  -58.0931,   82.5,  43.5606,
 2018-Oct-03 01:00,*,m,   188.74989,   -3.77377,  134.5191,  -58.0709,   82.1,  43.2310,
 2018-Oct-03 02:00,*,m,   188.78729,   -3.78990,  134.2387,  -58.0426,   81.7,  42.8757,
 2018-Oct-03 03:00,*,m,   188.82463,   -3.80603,  134.0617,  -58.0097,   81.2,  42.4875,
 2018-Oct-03 04:00,*,m,   188.86193,   -3.82215,  134.0005,  -57.9742,   80.7,  42.0610,
 2018-Oct-03 05:00,*,m,   188.89924,   -3.83826,  134.0599,  -57.9381,   80.2,  41.5937,
 2018-Oct-03 06:00,*,m,   188.93658,   -3.85436,  134.2362,  -57.9037,   79.6,  41.0860,
 2018-Oct-03 07:00,*, ,   188.97398,   -3.87045,  134.5178,  -57.8729,   79.0,  40.5406,
 2018-Oct-03 08:00,*, ,   189.01148,   -3.88654,  134.8859,  -57.8476,   78.3,  39.9626,
 2018-Oct-03 09:00,*, ,   189.04909,   -3.90262,  135.3159,  -57.8293,   77.6,  39.3593,
 2018-Oct-03 10:00,C, ,   189.08682,   -3.91869,  135.7789,  -57.8189,   76.8,  38.7392,
 2018-Oct-03 11:00,A, ,   189.12469,   -3.93476,  136.2438,  -57.8170,   76.1,  38.1119,
 2018-Oct-03 12:00, , ,   189.16268,   -3.95083,  136.6793,  -57.8233,   75.4,  37.4871,
 2018-Oct-03 13:00, , ,   189.20079,   -3.96691,  137.0561,  -57.8373,   74.6,  36.8747,
 2018-Oct-03 14:00, , ,   189.23899,   -3.98299,  137.3491,  -57.8576,   73.9,  36.2836,
 2018-Oct-03 15:00, , ,   189.27726,   -3.99908,  137.5387,  -57.8826,   73.3,  35.7215,
 2018-Oct-03 16:00, , ,   189.31557,   -4.01517,  137.6123,  -57.9104,   72.6,  35.1945,
 2018-Oct-03 17:00, ,m,   189.35388,   -4.03127,  137.5655,  -57.9386,   72.1,  34.7067,
 2018-Oct-03 18:00, ,m,   189.39216,   -4.04738,  137.4018,  -57.9650,   71.5,  34.2596,
 2018-Oct-03 19:00, ,m,   189.43038,   -4.06350,  137.1329,  -57.9875,   71.0,  33.8524,
 2018-Oct-03 20:00, ,m,   189.46852,   -4.07962,  136.7775,  -58.0042,   70.6,  33.4820,
 2018-Oct-03 21:00,A,m,   189.50655,   -4.09575,  136.3603,  -58.0135,   70.2,  33.1425,
 2018-Oct-03 22:00,C,m,   189.54446,   -4.11187,  135.9102,  -58.0144,   69.8,  32.8264,
 2018-Oct-03 23:00,*,m,   189.58224,   -4.12800,  135.4583,  -58.0064,   69.4,  32.5244,
 2018-Oct-04 00:00,*,m,   189.61990,   -4.14412,  135.0358,  -57.9897,   69.0,  32.2265,
 2018-Oct-04 01:00,*,m,   189.65745,   -4.16024,  134.6720,  -57.9650,   68.7,  31.9223,
 2018-Oct-04 02:00,*,m,   189.69491,   -4.17635,  134.3922,  -57.9336,   68.3,  31.6024,
 2018-Oct-04 03:00,*,m,   189.73231,   -4.19245,  134.2160,  -57.8972,   67.9,  31.2583,
 2018-Oct-04 04:00,*,m,   189.76968,   -4.20854,  134.1556,  -57.8579,   67.4,  30.8836,
 2018-Oct-04 05:00,*,m,   189.80704,   -4.22461,  134.2159,  -57.8181,   66.9,  30.4740,
 2018-Oct-04 06:00,*,m,   189.84444,   -4.24068,  134.3930,  -57.7802,   66.3,  30.0280,
 2018-Oct-04 07:00,*,m,   189.88191,   -4.25674,  134.6754,  -57.7463,   65.7,  29.5464,
 2018-Oct-04 08:00,*, ,   189.91947,   -4.27279,  135.0442,  -57.7185,   65.1,  29.0324,
 2018-Oct-04 09:00,*, ,   189.95714,   -4.28883,  135.4748,  -57.6984,   64.4,  28.4914,
 2018-Oct-04 10:00,C, ,   189.99494,   -4.30487,  135.9383,  -57.6870,   63.7,  27.9304,
 2018-Oct-04 11:00,A, ,   190.03286,   -4.32090,  136.4034,  -57.6849,   62.9,  27.3574,
 2018-Oct-04 12:00, , ,   190.07092,   -4.33694,  136.8390,  -57.6918,   62.2,  26.7814,
 2018-Oct-04 13:00, , ,   190.10909,   -4.35298,  137.2158,  -57.7070,   61.5,  26.2111,
 2018-Oct-04 14:00, , ,   190.14735,   -4.36903,  137.5086,  -57.7292,   60.7,  25.6552,
 2018-Oct-04 15:00, , ,   190.18568,   -4.38508,  137.6979,  -57.7564,   60.0,  25.1213,
 2018-Oct-04 16:00, , ,   190.22405,   -4.40114,  137.7711,  -57.7866,   59.4,  24.6159,
 2018-Oct-04 17:00, , ,   190.26243,   -4.41721,  137.7239,  -57.8173,   58.7,  24.1438,
 2018-Oct-04 18:00, ,m,   190.30077,   -4.43329,  137.5598,  -57.8459,   58.2,  23.7079,
 2018-Oct-04 19:00, ,m,   190.33906,   -4.44937,  137.2906,  -57.8703,   57.6,  23.3091,
 2018-Oct-04 20:00, ,m,   190.37726,   -4.46546,  136.9349,  -57.8882,   57.1,  22.9459,
 2018-Oct-04 21:00,A,m,   190.41535,   -4.48156,  136.5176,  -57.8981,   56.7,  22.6152,
 2018-Oct-04 22:00,C,m,   190.45332,   -4.49765,  136.0674,  -57.8987,   56.3,  22.3113,
 2018-Oct-04 23:00,*,m,   190.49116,   -4.51375,  135.6156,  -57.8897,   55.9,  22.0275,
 2018-Oct-05 00:00,*,m,   190.52889,   -4.52984,  135.1935,  -57.8712,   55.5,  21.7555,
 2018-Oct-05 01:00,*,m,   190.56650,   -4.54592,  134.8302,  -57.8439,   55.1,  21.4866,
 2018-Oct-05 02:00,*,m,   190.60403,   -4.56200,  134.5510,  -57.8094,   54.7,  21.2120,
 2018-Oct-05 03:00,*,m,   190.64149,   -4.57807,  134.3754,  -57.7695,   54.3,  20.9238,
 2018-Oct-05 04:00,*,m,   190.67892,   -4.59412,  134.3159,  -57.7265,   53.9,  20.6150,
 2018-Oct-05 05:00,*,m,   190.71635,   -4.61016,  134.3769,  -57.6830,   53.4,  20.2806,
 2018-Oct-05 06:00,*,m,   190.75381,   -4.62619,  134.5549,  -57.6416,   52.9,  19.9176,
 2018-Oct-05 07:00,*,m,   190.79134,   -4.64221,  134.8380,  -57.6046,   52.3,  19.5249,
 2018-Oct-05 08:00,*, ,   190.82897,   -4.65822,  135.2075,  -57.5743,   51.7,  19.1040,
 2018-Oct-05 09:00,*, ,   190.86670,   -4.67423,  135.6387,  -57.5524,   51.1,  18.6581,
 2018-Oct-05 10:00,C, ,   190.90457,   -4.69022,  136.1025,  -57.5399,   50.4,  18.1923,
 2018-Oct-05 11:00,A, ,   190.94256,   -4.70622,  136.5679,  -57.5376,   49.7,  17.7126,
 2018-Oct-05 12:00, , ,   190.98068,   -4.72222,  137.0036,  -57.5450,   48.9,  17.2261,
 2018-Oct-05 13:00, , ,   191.01891,   -4.73822,  137.3803,  -57.5615,   48.2,  16.7404,
 2018-Oct-05 14:00, , ,   191.05724,   -4.75422,  137.6729,  -57.5855,   47.5,  16.2626,
 2018-Oct-05 15:00, , ,   191.09564,   -4.77024,  137.8618,  -57.6150,   46.7,  15.7997,
 2018-Oct-05 16:00, , ,   191.13408,   -4.78626,  137.9347,  -57.6476,   46.0,  15.3575,
 2018-Oct-05 17:00, , ,   191.17252,   -4.80229,  137.8871,  -57.6807,   45.4,  14.9409,
 2018-Oct-05 18:00, , ,   191.21093,   -4.81833,  137.7226,  -57.7116,   44.8,  14.5533,
 2018-Oct-05 19:00, ,m,   191.24928,   -4.83438,  137.4529,  -57.7377,   44.2,  14.1964,
 2018-Oct-05 20:00, ,m,   191.28754,   -4.85044,  137.0970,  -57.7569,   43.6,  13.8705,
 2018-Oct-05 21:00,A,m,   191.32570,   -4.86650,  136.6794,  -57.7673,   43.1,  13.5740,
 2018-Oct-05 22:00,C,m,   191.36374,   -4.88256,  136.2293,  -57.7677,   42.7,  13.3037,
 2018-Oct-05 23:00,*,m,   191.40165,   -4.89862,  135.7776,  -57.7576,   42.3,  13.0552,
 2018-Oct-06 00:00,*,m,   191.43944,   -4.91467,  135.3557,  -57.7372,   41.9,  12.8226,
 2018-Oct-06 01:00,*,m,   191.47712,   -4.93072,  134.9929,  -57.7074,   41.5,  12.5995,
 2018-Oct-06 02:00,*,m,   191.51471,   -4.94676,  134.7142,  -57.6698,   41.1,  12.3792,
 2018-Oct-06 03:00,*,m,   191.55224,   -4.96279,  134.5393,  -57.6263,   40.7,  12.1548,
 2018-Oct-06 04:00,*,m,   191.58973,   -4.97880,  134.4806,  -57.5797,   40.3,  11.9203,
 2018-Oct-06 05:00,*,m,   191.62723,   -4.99480,  134.5424,  -57.5324,   39.9,  11.6708,
 2018-Oct-06 06:00,*,m,   191.66476,   -5.01079,  134.7211,  -57.4875,   39.4,  11.4026,
 2018-Oct-06 07:00,*,m,   191.70236,   -5.02677,  135.0050,  -57.4474,   38.9,  11.1138,
 2018-Oct-06 08:00,*,m,   191.74005,   -5.04274,  135.3751,  -57.4146,   38.3,  10.8042,
 2018-Oct-06 09:00,*, ,   191.77785,   -5.05870,  135.8068,  -57.3908,   37.7,  10.4752,
 2018-Oct-06 10:00,C, ,   191.81578,   -5.07465,  136.2710,  -57.3773,   37.0,  10.1298,
 2018-Oct-06 11:00,A, ,   191.85385,   -5.09060,  136.7366,  -57.3747,   36.4,   9.7721,
 2018-Oct-06 12:00, , ,   191.89203,   -5.10656,  137.1723,  -57.3827,   35.6,   9.4071,
 2018-Oct-06 13:00, , ,   191.93034,   -5.12251,  137.5490,  -57.4004,   34.9,   9.0402,
 2018-Oct-06 14:00, , ,   191.96874,   -5.13848,  137.8413,  -57.4262,   34.2,   8.6770,
 2018-Oct-06 15:00, , ,   192.00720,   -5.15445,  138.0299,  -57.4579,   33.5,   8.3229,
 2018-Oct-06 16:00, , ,   192.04571,   -5.17043,  138.1024,  -57.4930,   32.8,   7.9825,
 2018-Oct-06 17:00, , ,   192.08422,   -5.18642,  138.0543,  -57.5285,   32.1,   7.6599,
