 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-04 02:00,*, ,   133.01094,   16.33433,  2523.993,  -593.228, 0.0000,  94.3672,
 2018-Jan-04 03:00,*, ,   133.76231,   16.17358,  2663.834,  -569.484, 0.0000,  94.0856,
 2018-Jan-04 04:00,*, ,   134.54941,   16.02060,  2774.208,  -537.837, 0.0000,  93.7846,
 2018-Jan-04 05:00,*, ,   135.36275,   15.87725,  2848.803,  -500.763, 0.0000,  93.4674,
 2018-Jan-04 06:00,*, ,   136.19136,   15.74464,  2883.401,  -460.890, 0.0000,  93.1381,
 2018-Jan-04 07:00,*, ,   137.02338,   15.62318,  2875.981,  -420.886, 0.0000,  92.8011,
 2018-Jan-04 08:00,*, ,   137.84671,   15.51253,  2826.770,  -383.354, 0.0000,  92.4618,
 2018-Jan-04 09:00,*, ,   138.64968,   15.41163,  2738.232,  -350.744, 0.0000,  92.1253,
 2018-Jan-04 10:00,N, ,   139.42162,   15.31879,  2615.007,  -325.263, 0.0000,  91.7968,
 2018-Jan-04 11:00, , ,   140.15352,   15.23177,  2463.789,  -308.777, 0.0000,  91.4807,
 2018-Jan-04 12:00, ,m,   140.83857,   15.14784,  2293.101,  -302.697, 0.0000,  91.1808,
 2018-Jan-04 13:00, ,m,   141.47262,   15.06399,  2112.949,  -307.866, 0.0000,  90.8997,
 2018-Jan-04 14:00, ,m,   142.05456,   14.97704,  1934.321,  -324.451, 0.0000,  90.6383,
 2018-Jan-04 15:00, ,m,   142.58648,   14.88390,  1768.544,  -351.860, 0.0000,  90.3961,
 2018-Jan-04 16:00, ,m,   143.07369,   14.78175,  1626.495,  -388.715, 0.0000,  90.1709,
 2018-Jan-04 17:00, ,m,   143.52445,   14.66823,  1517.747,  -432.897, 0.0000,  89.9590,
 2018-Jan-04 18:00, ,m,   143.94946,   14.54171,  1449.741,  -481.681, 0.0000,  89.7553,
 2018-Jan-04 19:00, ,m,   144.36115,   14.40134,  1427.087,  -531.951, 0.0000,  89.5539,
